"Notes"	"Residence Census Region"	"Residence Census Region Code"	"Month"	"Month Code"	"UCD - ICD Chapter"	"UCD - ICD Chapter Code"	Deaths	Population	Crude Rate
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2020"	"2020/03"	"Diseases of the respiratory system"	"J00-J98"	2606	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2020"	"2020/03"	"Diseases of the digestive system"	"K00-K92"	788	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2020"	"2020/03"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	40	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2020"	"2020/03"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	90	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2020"	"2020/03"	"Diseases of the genitourinary system"	"N00-N98"	635	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2020"	"2020/03"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	10	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2020"	"2020/03"	"Certain conditions originating in the perinatal period"	"P00-P96"	70	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2020"	"2020/03"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	64	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2020"	"2020/03"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	221	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2020"	"2020/03"	"Codes for special purposes"	"U00-U99"	339	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2020"	"2020/03"	"External causes of morbidity and mortality"	"V01-Y89"	1616	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2020"	"2020/04"	"Certain infectious and parasitic diseases"	"A00-B99"	419	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2020"	"2020/04"	"Neoplasms"	"C00-D48"	4180	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2020"	"2020/04"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	85	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2020"	"2020/04"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	1097	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2020"	"2020/04"	"Mental and behavioural disorders"	"F01-F99"	1331	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2020"	"2020/04"	"Diseases of the nervous system"	"G00-G98"	1706	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2020"	"2020/04"	"Diseases of the circulatory system"	"I00-I99"	6345	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2020"	"2020/04"	"Diseases of the respiratory system"	"J00-J98"	2093	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2020"	"2020/04"	"Diseases of the digestive system"	"K00-K92"	754	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2020"	"2020/04"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	27	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2020"	"2020/04"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	98	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2020"	"2020/04"	"Diseases of the genitourinary system"	"N00-N98"	596	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2020"	"2020/04"	"Certain conditions originating in the perinatal period"	"P00-P96"	63	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2020"	"2020/04"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	60	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2020"	"2020/04"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	194	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2020"	"2020/04"	"Codes for special purposes"	"U00-U99"	3752	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2020"	"2020/04"	"External causes of morbidity and mortality"	"V01-Y89"	1631	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2020"	"2020/05"	"Certain infectious and parasitic diseases"	"A00-B99"	423	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2020"	"2020/05"	"Neoplasms"	"C00-D48"	4250	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2020"	"2020/05"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	81	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2020"	"2020/05"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	1041	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2020"	"2020/05"	"Mental and behavioural disorders"	"F01-F99"	1186	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2020"	"2020/05"	"Diseases of the nervous system"	"G00-G98"	1585	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2020"	"2020/05"	"Diseases of the circulatory system"	"I00-I99"	6151	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2020"	"2020/05"	"Diseases of the respiratory system"	"J00-J98"	1800	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2020"	"2020/05"	"Diseases of the digestive system"	"K00-K92"	769	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2020"	"2020/05"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	36	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2020"	"2020/05"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	96	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2020"	"2020/05"	"Diseases of the genitourinary system"	"N00-N98"	589	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2020"	"2020/05"	"Certain conditions originating in the perinatal period"	"P00-P96"	75	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2020"	"2020/05"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	68	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2020"	"2020/05"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	199	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2020"	"2020/05"	"Codes for special purposes"	"U00-U99"	4021	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2020"	"2020/05"	"External causes of morbidity and mortality"	"V01-Y89"	1957	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2020"	"2020/06"	"Certain infectious and parasitic diseases"	"A00-B99"	396	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2020"	"2020/06"	"Neoplasms"	"C00-D48"	4031	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2020"	"2020/06"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	77	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2020"	"2020/06"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	1045	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2020"	"2020/06"	"Mental and behavioural disorders"	"F01-F99"	1025	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2020"	"2020/06"	"Diseases of the nervous system"	"G00-G98"	1504	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2020"	"2020/06"	"Diseases of the circulatory system"	"I00-I99"	5786	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2020"	"2020/06"	"Diseases of the respiratory system"	"J00-J98"	1513	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2020"	"2020/06"	"Diseases of the digestive system"	"K00-K92"	748	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2020"	"2020/06"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	39	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2020"	"2020/06"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	87	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2020"	"2020/06"	"Diseases of the genitourinary system"	"N00-N98"	560	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2020"	"2020/06"	"Certain conditions originating in the perinatal period"	"P00-P96"	63	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2020"	"2020/06"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	56	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2020"	"2020/06"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	165	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2020"	"2020/06"	"Codes for special purposes"	"U00-U99"	1672	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2020"	"2020/06"	"External causes of morbidity and mortality"	"V01-Y89"	1969	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2020"	"2020/07"	"Certain infectious and parasitic diseases"	"A00-B99"	426	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2020"	"2020/07"	"Neoplasms"	"C00-D48"	4266	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2020"	"2020/07"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	66	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2020"	"2020/07"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	1052	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2020"	"2020/07"	"Mental and behavioural disorders"	"F01-F99"	1043	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2020"	"2020/07"	"Diseases of the nervous system"	"G00-G98"	1501	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2020"	"2020/07"	"Diseases of the circulatory system"	"I00-I99"	5882	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2020"	"2020/07"	"Diseases of the respiratory system"	"J00-J98"	1562	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2020"	"2020/07"	"Diseases of the digestive system"	"K00-K92"	843	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2020"	"2020/07"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	28	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2020"	"2020/07"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	87	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2020"	"2020/07"	"Diseases of the genitourinary system"	"N00-N98"	573	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2020"	"2020/07"	"Certain conditions originating in the perinatal period"	"P00-P96"	58	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2020"	"2020/07"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	70	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2020"	"2020/07"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	243	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2020"	"2020/07"	"Codes for special purposes"	"U00-U99"	975	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2020"	"2020/07"	"External causes of morbidity and mortality"	"V01-Y89"	2031	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2020"	"2020/08"	"Certain infectious and parasitic diseases"	"A00-B99"	447	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2020"	"2020/08"	"Neoplasms"	"C00-D48"	4226	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2020"	"2020/08"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	96	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2020"	"2020/08"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	1033	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2020"	"2020/08"	"Mental and behavioural disorders"	"F01-F99"	1091	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2020"	"2020/08"	"Diseases of the nervous system"	"G00-G98"	1600	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2020"	"2020/08"	"Diseases of the circulatory system"	"I00-I99"	6009	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2020"	"2020/08"	"Diseases of the respiratory system"	"J00-J98"	1606	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2020"	"2020/08"	"Diseases of the digestive system"	"K00-K92"	817	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2020"	"2020/08"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	34	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2020"	"2020/08"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	112	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2020"	"2020/08"	"Diseases of the genitourinary system"	"N00-N98"	567	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2020"	"2020/08"	"Certain conditions originating in the perinatal period"	"P00-P96"	63	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2020"	"2020/08"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	78	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2020"	"2020/08"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	205	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2020"	"2020/08"	"Codes for special purposes"	"U00-U99"	1215	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2020"	"2020/08"	"External causes of morbidity and mortality"	"V01-Y89"	1934	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2020"	"2020/09"	"Certain infectious and parasitic diseases"	"A00-B99"	426	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2020"	"2020/09"	"Neoplasms"	"C00-D48"	4087	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2020"	"2020/09"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	81	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2020"	"2020/09"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	1004	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2020"	"2020/09"	"Mental and behavioural disorders"	"F01-F99"	1111	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2020"	"2020/09"	"Diseases of the nervous system"	"G00-G98"	1527	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2020"	"2020/09"	"Diseases of the circulatory system"	"I00-I99"	5823	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2020"	"2020/09"	"Diseases of the respiratory system"	"J00-J98"	1596	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2020"	"2020/09"	"Diseases of the digestive system"	"K00-K92"	792	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2020"	"2020/09"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	36	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2020"	"2020/09"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	100	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2020"	"2020/09"	"Diseases of the genitourinary system"	"N00-N98"	549	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2020"	"2020/09"	"Certain conditions originating in the perinatal period"	"P00-P96"	69	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2020"	"2020/09"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	70	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2020"	"2020/09"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	208	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2020"	"2020/09"	"Codes for special purposes"	"U00-U99"	1260	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2020"	"2020/09"	"External causes of morbidity and mortality"	"V01-Y89"	1918	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2020"	"2020/10"	"Certain infectious and parasitic diseases"	"A00-B99"	422	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2020"	"2020/10"	"Neoplasms"	"C00-D48"	4269	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2020"	"2020/10"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	75	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2020"	"2020/10"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	1117	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2020"	"2020/10"	"Mental and behavioural disorders"	"F01-F99"	1194	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2020"	"2020/10"	"Diseases of the nervous system"	"G00-G98"	1708	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2020"	"2020/10"	"Diseases of the circulatory system"	"I00-I99"	6331	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2020"	"2020/10"	"Diseases of the respiratory system"	"J00-J98"	1769	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2020"	"2020/10"	"Diseases of the digestive system"	"K00-K92"	845	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2020"	"2020/10"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	45	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2020"	"2020/10"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	109	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2020"	"2020/10"	"Diseases of the genitourinary system"	"N00-N98"	586	Not Applicable	Not Applicable
