"Notes"	"Residence Census Region"	"Residence Census Region Code"	"Month"	"Month Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2022"	"2022/01"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	240	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2022"	"2022/01"	"#COVID-19 (U07.1)"	"GR113-137"	7038	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2022"	"2022/02"	"#Septicemia (A40-A41)"	"GR113-010"	284	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2022"	"2022/02"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	3759	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2022"	"2022/02"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	644	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2022"	"2022/02"	"#Alzheimer disease (G30)"	"GR113-052"	744	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2022"	"2022/02"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4563	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2022"	"2022/02"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1090	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2022"	"2022/02"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	264	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2022"	"2022/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1026	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2022"	"2022/02"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	301	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2022"	"2022/02"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	471	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2022"	"2022/02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	191	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2022"	"2022/02"	"#COVID-19 (U07.1)"	"GR113-137"	3016	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2022"	"2022/03"	"#Septicemia (A40-A41)"	"GR113-010"	281	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2022"	"2022/03"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4131	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2022"	"2022/03"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	604	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2022"	"2022/03"	"#Alzheimer disease (G30)"	"GR113-052"	697	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2022"	"2022/03"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4628	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2022"	"2022/03"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1111	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2022"	"2022/03"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	293	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2022"	"2022/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1107	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2022"	"2022/03"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	302	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2022"	"2022/03"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	518	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2022"	"2022/03"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	213	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2022"	"2022/03"	"#COVID-19 (U07.1)"	"GR113-137"	795	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2022"	"2022/04"	"#Septicemia (A40-A41)"	"GR113-010"	270	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2022"	"2022/04"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	3820	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2022"	"2022/04"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	613	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2022"	"2022/04"	"#Alzheimer disease (G30)"	"GR113-052"	644	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2022"	"2022/04"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4494	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2022"	"2022/04"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1000	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2022"	"2022/04"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	238	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2022"	"2022/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1017	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2022"	"2022/04"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	301	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2022"	"2022/04"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	437	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2022"	"2022/04"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	186	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2022"	"2022/04"	"#COVID-19 (U07.1)"	"GR113-137"	249	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2022"	"2022/05"	"#Septicemia (A40-A41)"	"GR113-010"	236	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2022"	"2022/05"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4017	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2022"	"2022/05"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	617	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2022"	"2022/05"	"#Alzheimer disease (G30)"	"GR113-052"	701	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2022"	"2022/05"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4488	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2022"	"2022/05"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1043	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2022"	"2022/05"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	257	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2022"	"2022/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1101	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2022"	"2022/05"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	289	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2022"	"2022/05"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	461	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2022"	"2022/05"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	177	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2022"	"2022/05"	"#COVID-19 (U07.1)"	"GR113-137"	362	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2022"	"2022/06"	"#Septicemia (A40-A41)"	"GR113-010"	279	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2022"	"2022/06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	3965	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2022"	"2022/06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	627	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2022"	"2022/06"	"#Alzheimer disease (G30)"	"GR113-052"	609	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2022"	"2022/06"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4239	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2022"	"2022/06"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	976	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2022"	"2022/06"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	262	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2022"	"2022/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1066	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2022"	"2022/06"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	298	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2022"	"2022/06"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	466	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2022"	"2022/06"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	173	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2022"	"2022/06"	"#COVID-19 (U07.1)"	"GR113-137"	432	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2022"	"2022/07"	"#Septicemia (A40-A41)"	"GR113-010"	272	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2022"	"2022/07"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4095	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2022"	"2022/07"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	627	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2022"	"2022/07"	"#Alzheimer disease (G30)"	"GR113-052"	674	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2022"	"2022/07"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4490	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2022"	"2022/07"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1056	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2022"	"2022/07"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	253	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2022"	"2022/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	987	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2022"	"2022/07"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	322	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2022"	"2022/07"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	401	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2022"	"2022/07"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	214	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2022"	"2022/07"	"#COVID-19 (U07.1)"	"GR113-137"	608	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2022"	"2022/08"	"#Septicemia (A40-A41)"	"GR113-010"	271	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2022"	"2022/08"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4223	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2022"	"2022/08"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	582	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2022"	"2022/08"	"#Alzheimer disease (G30)"	"GR113-052"	654	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2022"	"2022/08"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4535	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2022"	"2022/08"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1023	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2022"	"2022/08"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	233	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2022"	"2022/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1025	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2022"	"2022/08"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	291	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2022"	"2022/08"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	432	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2022"	"2022/08"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	192	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2022"	"2022/08"	"#COVID-19 (U07.1)"	"GR113-137"	700	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2022"	"2022/09"	"#Septicemia (A40-A41)"	"GR113-010"	242	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2022"	"2022/09"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4033	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2022"	"2022/09"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	590	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2022"	"2022/09"	"#Alzheimer disease (G30)"	"GR113-052"	623	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2022"	"2022/09"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4332	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2022"	"2022/09"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	989	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2022"	"2022/09"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	252	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2022"	"2022/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1001	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2022"	"2022/09"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	304	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2022"	"2022/09"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	421	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2022"	"2022/09"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	201	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2022"	"2022/09"	"#COVID-19 (U07.1)"	"GR113-137"	544	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2022"	"2022/10"	"#Septicemia (A40-A41)"	"GR113-010"	273	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2022"	"2022/10"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4251	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2022"	"2022/10"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	687	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2022"	"2022/10"	"#Alzheimer disease (G30)"	"GR113-052"	774	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2022"	"2022/10"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4776	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2022"	"2022/10"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1087	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2022"	"2022/10"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	295	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2022"	"2022/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1087	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2022"	"2022/10"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	341	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2022"	"2022/10"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	455	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2022"	"2022/10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	203	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2022"	"2022/10"	"#COVID-19 (U07.1)"	"GR113-137"	477	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2022"	"2022/11"	"#Septicemia (A40-A41)"	"GR113-010"	311	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2022"	"2022/11"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4136	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2022"	"2022/11"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	646	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2022"	"2022/11"	"#Alzheimer disease (G30)"	"GR113-052"	746	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2022"	"2022/11"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4776	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2022"	"2022/11"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1113	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2022"	"2022/11"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	368	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2022"	"2022/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1122	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2022"	"2022/11"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	364	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2022"	"2022/11"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	438	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2022"	"2022/11"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	200	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2022"	"2022/11"	"#COVID-19 (U07.1)"	"GR113-137"	499	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Dec., 2022"	"2022/12"	"#Septicemia (A40-A41)"	"GR113-010"	349	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Dec., 2022"	"2022/12"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4337	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Dec., 2022"	"2022/12"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	793	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Dec., 2022"	"2022/12"	"#Alzheimer disease (G30)"	"GR113-052"	862	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Dec., 2022"	"2022/12"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	5444	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Dec., 2022"	"2022/12"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1167	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Dec., 2022"	"2022/12"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	774	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Dec., 2022"	"2022/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1361	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Dec., 2022"	"2022/12"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	368	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Dec., 2022"	"2022/12"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	545	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Dec., 2022"	"2022/12"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	218	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Dec., 2022"	"2022/12"	"#COVID-19 (U07.1)"	"GR113-137"	895	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2023 (provisional)"	"2023/01"	"#Septicemia (A40-A41)"	"GR113-010"	348	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2023 (provisional)"	"2023/01"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4173	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2023 (provisional)"	"2023/01"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	666	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2023 (provisional)"	"2023/01"	"#Alzheimer disease (G30)"	"GR113-052"	798	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2023 (provisional)"	"2023/01"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4936	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2023 (provisional)"	"2023/01"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1224	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2023 (provisional)"	"2023/01"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	490	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2023 (provisional)"	"2023/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1202	Not Applicable	Not Applicable
