"Notes"	"Residence Census Region"	"Residence Census Region Code"	"Residence State"	"Residence State Code"	"MCD - ICD Chapter"	"MCD - ICD Chapter Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2023 (provisional)"	"2023"	5268	12972008	40.6
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2024 (provisional and partial)"	"2024"	4353	12972008	33.6
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2018"	"2018"	19919	12807060	155.5
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2019"	"2019"	20692	12801989	161.6
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2020"	"2020"	27126	12783254	212.2
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2021"	"2021"	28588	12964056	220.5
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2022"	"2022"	28060	12972008	216.3
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2023 (provisional)"	"2023"	26757	12972008	206.3
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Endocrine, nutritional and metabolic diseases"	"E00-E89"	"2024 (provisional and partial)"	"2024"	22621	12972008	174.4
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Mental and behavioural disorders"	"F01-F99"	"2018"	"2018"	29720	12807060	232.1
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Mental and behavioural disorders"	"F01-F99"	"2019"	"2019"	29665	12801989	231.7
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Mental and behavioural disorders"	"F01-F99"	"2020"	"2020"	34122	12783254	266.9
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Mental and behavioural disorders"	"F01-F99"	"2021"	"2021"	31248	12964056	241.0
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Mental and behavioural disorders"	"F01-F99"	"2022"	"2022"	30717	12972008	236.8
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Mental and behavioural disorders"	"F01-F99"	"2023 (provisional)"	"2023"	29410	12972008	226.7
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Mental and behavioural disorders"	"F01-F99"	"2024 (provisional and partial)"	"2024"	23368	12972008	180.1
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the nervous system"	"G00-G98"	"2018"	"2018"	13278	12807060	103.7
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the nervous system"	"G00-G98"	"2019"	"2019"	13901	12801989	108.6
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the nervous system"	"G00-G98"	"2020"	"2020"	16828	12783254	131.6
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the nervous system"	"G00-G98"	"2021"	"2021"	16219	12964056	125.1
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the nervous system"	"G00-G98"	"2022"	"2022"	16140	12972008	124.4
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the nervous system"	"G00-G98"	"2023 (provisional)"	"2023"	16187	12972008	124.8
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the nervous system"	"G00-G98"	"2024 (provisional and partial)"	"2024"	13516	12972008	104.2
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the eye and adnexa"	"H00-H59"	"2018"	"2018"	128	12807060	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the eye and adnexa"	"H00-H59"	"2019"	"2019"	132	12801989	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the eye and adnexa"	"H00-H59"	"2020"	"2020"	161	12783254	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the eye and adnexa"	"H00-H59"	"2021"	"2021"	142	12964056	1.1
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the eye and adnexa"	"H00-H59"	"2022"	"2022"	155	12972008	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the eye and adnexa"	"H00-H59"	"2023 (provisional)"	"2023"	152	12972008	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the eye and adnexa"	"H00-H59"	"2024 (provisional and partial)"	"2024"	142	12972008	1.1
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the ear and mastoid process"	"H60-H95"	"2018"	"2018"	40	12807060	0.3
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the ear and mastoid process"	"H60-H95"	"2019"	"2019"	39	12801989	0.3
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the ear and mastoid process"	"H60-H95"	"2020"	"2020"	46	12783254	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the ear and mastoid process"	"H60-H95"	"2021"	"2021"	38	12964056	0.3
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the ear and mastoid process"	"H60-H95"	"2022"	"2022"	38	12972008	0.3
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the ear and mastoid process"	"H60-H95"	"2023 (provisional)"	"2023"	46	12972008	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the ear and mastoid process"	"H60-H95"	"2024 (provisional and partial)"	"2024"	34	12972008	0.3
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the circulatory system"	"I00-I99"	"2018"	"2018"	70570	12807060	551.0
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the circulatory system"	"I00-I99"	"2019"	"2019"	70529	12801989	550.9
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the circulatory system"	"I00-I99"	"2020"	"2020"	81161	12783254	634.9
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the circulatory system"	"I00-I99"	"2021"	"2021"	80900	12964056	624.0
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the circulatory system"	"I00-I99"	"2022"	"2022"	78509	12972008	605.2
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the circulatory system"	"I00-I99"	"2023 (provisional)"	"2023"	74258	12972008	572.4
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the circulatory system"	"I00-I99"	"2024 (provisional and partial)"	"2024"	60884	12972008	469.3
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the respiratory system"	"J00-J98"	"2018"	"2018"	32587	12807060	254.4
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the respiratory system"	"J00-J98"	"2019"	"2019"	32278	12801989	252.1
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the respiratory system"	"J00-J98"	"2020"	"2020"	44438	12783254	347.6
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the respiratory system"	"J00-J98"	"2021"	"2021"	46383	12964056	357.8
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the respiratory system"	"J00-J98"	"2022"	"2022"	40612	12972008	313.1
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the respiratory system"	"J00-J98"	"2023 (provisional)"	"2023"	36644	12972008	282.5
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the respiratory system"	"J00-J98"	"2024 (provisional and partial)"	"2024"	30289	12972008	233.5
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the digestive system"	"K00-K92"	"2018"	"2018"	9584	12807060	74.8
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the digestive system"	"K00-K92"	"2019"	"2019"	9956	12801989	77.8
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the digestive system"	"K00-K92"	"2020"	"2020"	10939	12783254	85.6
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the digestive system"	"K00-K92"	"2021"	"2021"	11900	12964056	91.8
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the digestive system"	"K00-K92"	"2022"	"2022"	11916	12972008	91.9
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the digestive system"	"K00-K92"	"2023 (provisional)"	"2023"	11784	12972008	90.8
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the digestive system"	"K00-K92"	"2024 (provisional and partial)"	"2024"	9696	12972008	74.7
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2018"	"2018"	1085	12807060	8.5
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2019"	"2019"	1102	12801989	8.6
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2020"	"2020"	1252	12783254	9.8
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2021"	"2021"	1425	12964056	11.0
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2022"	"2022"	1561	12972008	12.0
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2023 (provisional)"	"2023"	1548	12972008	11.9
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2024 (provisional and partial)"	"2024"	1350	12972008	10.4
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2018"	"2018"	2610	12807060	20.4
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2019"	"2019"	2576	12801989	20.1
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2020"	"2020"	3177	12783254	24.9
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2021"	"2021"	3243	12964056	25.0
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2022"	"2022"	3149	12972008	24.3
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2023 (provisional)"	"2023"	3073	12972008	23.7
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2024 (provisional and partial)"	"2024"	2580	12972008	19.9
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the genitourinary system"	"N00-N99"	"2018"	"2018"	13032	12807060	101.8
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the genitourinary system"	"N00-N99"	"2019"	"2019"	13150	12801989	102.7
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the genitourinary system"	"N00-N99"	"2020"	"2020"	15886	12783254	124.3
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the genitourinary system"	"N00-N99"	"2021"	"2021"	17518	12964056	135.1
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the genitourinary system"	"N00-N99"	"2022"	"2022"	16516	12972008	127.3
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the genitourinary system"	"N00-N99"	"2023 (provisional)"	"2023"	15473	12972008	119.3
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Diseases of the genitourinary system"	"N00-N99"	"2024 (provisional and partial)"	"2024"	12873	12972008	99.2
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"2018"	"2018"	62	12807060	0.5
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"2019"	"2019"	76	12801989	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"2020"	"2020"	25	12783254	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"2021"	"2021"	47	12964056	0.4
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"2022"	"2022"	45	12972008	0.3
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"2023 (provisional)"	"2023"	33	12972008	0.3
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"2024 (provisional and partial)"	"2024"	22	12972008	0.2
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2018"	"2018"	541	12807060	4.2
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2019"	"2019"	533	12801989	4.2
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2020"	"2020"	479	12783254	3.7
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2021"	"2021"	492	12964056	3.8
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2022"	"2022"	496	12972008	3.8
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2023 (provisional)"	"2023"	487	12972008	3.8
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2024 (provisional and partial)"	"2024"	386	12972008	3.0
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2018"	"2018"	589	12807060	4.6
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2019"	"2019"	540	12801989	4.2
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2020"	"2020"	626	12783254	4.9
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2021"	"2021"	617	12964056	4.8
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2022"	"2022"	624	12972008	4.8
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2023 (provisional)"	"2023"	614	12972008	4.7
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2024 (provisional and partial)"	"2024"	508	12972008	3.9
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2018"	"2018"	22106	12807060	172.6
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2019"	"2019"	22321	12801989	174.4
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2020"	"2020"	26846	12783254	210.0
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2021"	"2021"	27540	12964056	212.4
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2022"	"2022"	27827	12972008	214.5
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2023 (provisional)"	"2023"	26744	12972008	206.2
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2024 (provisional and partial)"	"2024"	24195	12972008	186.5
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2018"	"2018"	13756	12807060	107.4
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2019"	"2019"	13563	12801989	105.9
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2020"	"2020"	14863	12783254	116.3
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2021"	"2021"	15969	12964056	123.2
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2022"	"2022"	15860	12972008	122.3
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2023 (provisional)"	"2023"	15014	12972008	115.7
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Injury, poisoning and certain other consequences of external causes"	"S00-T98"	"2024 (provisional and partial)"	"2024"	9090	12972008	70.1
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Codes for special purposes"	"U00-U99"	"2020"	"2020"	18258	12783254	142.8
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Codes for special purposes"	"U00-U99"	"2021"	"2021"	20485	12964056	158.0
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Codes for special purposes"	"U00-U99"	"2022"	"2022"	11641	12972008	89.7
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Codes for special purposes"	"U00-U99"	"2023 (provisional)"	"2023"	3779	12972008	29.1
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"Codes for special purposes"	"U00-U99"	"2024 (provisional and partial)"	"2024"	1969	12972008	15.2
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"External causes of morbidity and mortality"	"V01-Y89"	"2018"	"2018"	14695	12807060	114.7
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"External causes of morbidity and mortality"	"V01-Y89"	"2019"	"2019"	14885	12801989	116.3
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"External causes of morbidity and mortality"	"V01-Y89"	"2020"	"2020"	16314	12783254	127.6
	"Census Region 1: Northeast"	"CENS-R1"	"Pennsylvania"	"42"	"External causes of morbidity and mortality"	"V01-Y89"	"2021"	"2021"	17579	12964056	135.6
