"Notes"	"Residence State"	"Residence State Code"	"Month"	"Month Code"	"UCD - Drug/Alcohol Induced"	"UCD - Drug/Alcohol Induced Code"	Deaths	Population	Crude Rate
	"Indiana"	"18"	"Apr., 2024 (provisional)"	"2024/04"	"All other non-drug and non-alcohol causes"	"O"	5309	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2024 (provisional)"	"2024/05"	"Drug-induced causes"	"D"	59	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2024 (provisional)"	"2024/05"	"Alcohol-induced causes"	"A"	86	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2024 (provisional)"	"2024/05"	"All other non-drug and non-alcohol causes"	"O"	5166	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2024 (provisional)"	"2024/05"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	312	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2024 (provisional)"	"2024/06"	"Alcohol-induced causes"	"A"	72	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2024 (provisional)"	"2024/06"	"All other non-drug and non-alcohol causes"	"O"	4869	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2024 (provisional)"	"2024/06"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	533	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2024 (provisional)"	"2024/07"	"Alcohol-induced causes"	"A"	75	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2024 (provisional)"	"2024/07"	"All other non-drug and non-alcohol causes"	"O"	4897	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2024 (provisional)"	"2024/07"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	484	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2024 (provisional)"	"2024/08"	"Alcohol-induced causes"	"A"	71	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2024 (provisional)"	"2024/08"	"All other non-drug and non-alcohol causes"	"O"	5062	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2024 (provisional)"	"2024/08"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	501	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2024 (provisional)"	"2024/09"	"Alcohol-induced causes"	"A"	68	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2024 (provisional)"	"2024/09"	"All other non-drug and non-alcohol causes"	"O"	4865	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2024 (provisional)"	"2024/09"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	325	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2024 (provisional)"	"2024/10"	"Alcohol-induced causes"	"A"	46	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2024 (provisional)"	"2024/10"	"All other non-drug and non-alcohol causes"	"O"	3969	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2024 (provisional)"	"2024/10"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	84	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2020"	"2020/01"	"Drug-induced causes"	"D"	23	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2020"	"2020/01"	"Alcohol-induced causes"	"A"	39	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2020"	"2020/01"	"All other non-drug and non-alcohol causes"	"O"	2784	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2020"	"2020/02"	"Drug-induced causes"	"D"	42	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2020"	"2020/02"	"Alcohol-induced causes"	"A"	33	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2020"	"2020/02"	"All other non-drug and non-alcohol causes"	"O"	2608	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2020"	"2020/03"	"Drug-induced causes"	"D"	40	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2020"	"2020/03"	"Alcohol-induced causes"	"A"	39	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2020"	"2020/03"	"All other non-drug and non-alcohol causes"	"O"	2667	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2020"	"2020/04"	"Drug-induced causes"	"D"	46	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2020"	"2020/04"	"Alcohol-induced causes"	"A"	40	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2020"	"2020/04"	"All other non-drug and non-alcohol causes"	"O"	2596	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2020"	"2020/05"	"Drug-induced causes"	"D"	40	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2020"	"2020/05"	"Alcohol-induced causes"	"A"	35	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2020"	"2020/05"	"All other non-drug and non-alcohol causes"	"O"	2816	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2020"	"2020/06"	"Drug-induced causes"	"D"	44	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2020"	"2020/06"	"Alcohol-induced causes"	"A"	48	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2020"	"2020/06"	"All other non-drug and non-alcohol causes"	"O"	2430	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2020"	"2020/07"	"Drug-induced causes"	"D"	34	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2020"	"2020/07"	"Alcohol-induced causes"	"A"	58	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2020"	"2020/07"	"All other non-drug and non-alcohol causes"	"O"	2627	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2020"	"2020/08"	"Drug-induced causes"	"D"	28	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2020"	"2020/08"	"Alcohol-induced causes"	"A"	41	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2020"	"2020/08"	"All other non-drug and non-alcohol causes"	"O"	2827	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2020"	"2020/09"	"Drug-induced causes"	"D"	47	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2020"	"2020/09"	"Alcohol-induced causes"	"A"	51	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2020"	"2020/09"	"All other non-drug and non-alcohol causes"	"O"	2683	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2020"	"2020/10"	"Drug-induced causes"	"D"	41	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2020"	"2020/10"	"Alcohol-induced causes"	"A"	42	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2020"	"2020/10"	"All other non-drug and non-alcohol causes"	"O"	3171	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2020"	"2020/11"	"Drug-induced causes"	"D"	38	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2020"	"2020/11"	"Alcohol-induced causes"	"A"	55	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2020"	"2020/11"	"All other non-drug and non-alcohol causes"	"O"	3950	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2020"	"2020/12"	"Drug-induced causes"	"D"	27	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2020"	"2020/12"	"Alcohol-induced causes"	"A"	43	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2020"	"2020/12"	"All other non-drug and non-alcohol causes"	"O"	3848	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2021"	"2021/01"	"Drug-induced causes"	"D"	32	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2021"	"2021/01"	"Alcohol-induced causes"	"A"	57	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2021"	"2021/01"	"All other non-drug and non-alcohol causes"	"O"	3235	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2021"	"2021/02"	"Drug-induced causes"	"D"	37	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2021"	"2021/02"	"Alcohol-induced causes"	"A"	42	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2021"	"2021/02"	"All other non-drug and non-alcohol causes"	"O"	2458	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2021"	"2021/03"	"Drug-induced causes"	"D"	40	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2021"	"2021/03"	"Alcohol-induced causes"	"A"	50	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2021"	"2021/03"	"All other non-drug and non-alcohol causes"	"O"	2401	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2021"	"2021/04"	"Drug-induced causes"	"D"	48	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2021"	"2021/04"	"Alcohol-induced causes"	"A"	44	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2021"	"2021/04"	"All other non-drug and non-alcohol causes"	"O"	2522	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2021"	"2021/05"	"Drug-induced causes"	"D"	45	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2021"	"2021/05"	"Alcohol-induced causes"	"A"	52	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2021"	"2021/05"	"All other non-drug and non-alcohol causes"	"O"	2429	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2021"	"2021/06"	"Drug-induced causes"	"D"	39	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2021"	"2021/06"	"Alcohol-induced causes"	"A"	46	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2021"	"2021/06"	"All other non-drug and non-alcohol causes"	"O"	2345	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2021"	"2021/07"	"Drug-induced causes"	"D"	54	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2021"	"2021/07"	"Alcohol-induced causes"	"A"	49	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2021"	"2021/07"	"All other non-drug and non-alcohol causes"	"O"	2412	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2021"	"2021/08"	"Drug-induced causes"	"D"	48	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2021"	"2021/08"	"Alcohol-induced causes"	"A"	44	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2021"	"2021/08"	"All other non-drug and non-alcohol causes"	"O"	2668	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2021"	"2021/09"	"Drug-induced causes"	"D"	37	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2021"	"2021/09"	"Alcohol-induced causes"	"A"	55	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2021"	"2021/09"	"All other non-drug and non-alcohol causes"	"O"	2944	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2021"	"2021/10"	"Drug-induced causes"	"D"	33	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2021"	"2021/10"	"Alcohol-induced causes"	"A"	61	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2021"	"2021/10"	"All other non-drug and non-alcohol causes"	"O"	3113	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2021"	"2021/11"	"Drug-induced causes"	"D"	34	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2021"	"2021/11"	"Alcohol-induced causes"	"A"	53	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2021"	"2021/11"	"All other non-drug and non-alcohol causes"	"O"	3089	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2021"	"2021/12"	"Drug-induced causes"	"D"	64	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2021"	"2021/12"	"Alcohol-induced causes"	"A"	55	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2021"	"2021/12"	"All other non-drug and non-alcohol causes"	"O"	3480	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2022"	"2022/01"	"Drug-induced causes"	"D"	47	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2022"	"2022/01"	"Alcohol-induced causes"	"A"	62	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2022"	"2022/01"	"All other non-drug and non-alcohol causes"	"O"	3557	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2022"	"2022/02"	"Drug-induced causes"	"D"	47	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2022"	"2022/02"	"Alcohol-induced causes"	"A"	57	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2022"	"2022/02"	"All other non-drug and non-alcohol causes"	"O"	2848	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2022"	"2022/03"	"Drug-induced causes"	"D"	50	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2022"	"2022/03"	"Alcohol-induced causes"	"A"	55	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2022"	"2022/03"	"All other non-drug and non-alcohol causes"	"O"	2700	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2022"	"2022/04"	"Drug-induced causes"	"D"	43	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2022"	"2022/04"	"Alcohol-induced causes"	"A"	43	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2022"	"2022/04"	"All other non-drug and non-alcohol causes"	"O"	2488	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2022"	"2022/05"	"Drug-induced causes"	"D"	42	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2022"	"2022/05"	"Alcohol-induced causes"	"A"	63	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2022"	"2022/05"	"All other non-drug and non-alcohol causes"	"O"	2542	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2022"	"2022/06"	"Drug-induced causes"	"D"	42	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2022"	"2022/06"	"Alcohol-induced causes"	"A"	35	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2022"	"2022/06"	"All other non-drug and non-alcohol causes"	"O"	2601	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2022"	"2022/07"	"Drug-induced causes"	"D"	34	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2022"	"2022/07"	"Alcohol-induced causes"	"A"	48	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2022"	"2022/07"	"All other non-drug and non-alcohol causes"	"O"	2540	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2022"	"2022/08"	"Drug-induced causes"	"D"	44	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2022"	"2022/08"	"Alcohol-induced causes"	"A"	49	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2022"	"2022/08"	"All other non-drug and non-alcohol causes"	"O"	2627	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2022"	"2022/09"	"Drug-induced causes"	"D"	31	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2022"	"2022/09"	"Alcohol-induced causes"	"A"	38	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2022"	"2022/09"	"All other non-drug and non-alcohol causes"	"O"	2590	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2022"	"2022/10"	"Drug-induced causes"	"D"	45	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2022"	"2022/10"	"Alcohol-induced causes"	"A"	49	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2022"	"2022/10"	"All other non-drug and non-alcohol causes"	"O"	2637	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2022"	"2022/11"	"Drug-induced causes"	"D"	39	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2022"	"2022/11"	"Alcohol-induced causes"	"A"	47	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2022"	"2022/11"	"All other non-drug and non-alcohol causes"	"O"	2606	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2022"	"2022/12"	"Drug-induced causes"	"D"	34	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2022"	"2022/12"	"Alcohol-induced causes"	"A"	45	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2022"	"2022/12"	"All other non-drug and non-alcohol causes"	"O"	3148	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2023 (provisional)"	"2023/01"	"Drug-induced causes"	"D"	42	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2023 (provisional)"	"2023/01"	"Alcohol-induced causes"	"A"	48	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2023 (provisional)"	"2023/01"	"All other non-drug and non-alcohol causes"	"O"	2947	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2023 (provisional)"	"2023/02"	"Drug-induced causes"	"D"	36	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2023 (provisional)"	"2023/02"	"Alcohol-induced causes"	"A"	37	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2023 (provisional)"	"2023/02"	"All other non-drug and non-alcohol causes"	"O"	2544	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2023 (provisional)"	"2023/03"	"Drug-induced causes"	"D"	41	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2023 (provisional)"	"2023/03"	"Alcohol-induced causes"	"A"	39	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2023 (provisional)"	"2023/03"	"All other non-drug and non-alcohol causes"	"O"	2806	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2023 (provisional)"	"2023/04"	"Drug-induced causes"	"D"	41	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2023 (provisional)"	"2023/04"	"Alcohol-induced causes"	"A"	49	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2023 (provisional)"	"2023/04"	"All other non-drug and non-alcohol causes"	"O"	2521	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2023 (provisional)"	"2023/05"	"Drug-induced causes"	"D"	51	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2023 (provisional)"	"2023/05"	"Alcohol-induced causes"	"A"	41	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2023 (provisional)"	"2023/05"	"All other non-drug and non-alcohol causes"	"O"	2588	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2023 (provisional)"	"2023/06"	"Drug-induced causes"	"D"	44	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2023 (provisional)"	"2023/06"	"Alcohol-induced causes"	"A"	43	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2023 (provisional)"	"2023/06"	"All other non-drug and non-alcohol causes"	"O"	2451	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2023 (provisional)"	"2023/07"	"Drug-induced causes"	"D"	49	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2023 (provisional)"	"2023/07"	"Alcohol-induced causes"	"A"	50	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2023 (provisional)"	"2023/07"	"All other non-drug and non-alcohol causes"	"O"	2420	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2023 (provisional)"	"2023/08"	"Drug-induced causes"	"D"	38	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2023 (provisional)"	"2023/08"	"Alcohol-induced causes"	"A"	42	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2023 (provisional)"	"2023/08"	"All other non-drug and non-alcohol causes"	"O"	2498	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2023 (provisional)"	"2023/09"	"Drug-induced causes"	"D"	45	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2023 (provisional)"	"2023/09"	"Alcohol-induced causes"	"A"	36	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2023 (provisional)"	"2023/09"	"All other non-drug and non-alcohol causes"	"O"	2460	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2023 (provisional)"	"2023/10"	"Drug-induced causes"	"D"	22	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2023 (provisional)"	"2023/10"	"Alcohol-induced causes"	"A"	43	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2023 (provisional)"	"2023/10"	"All other non-drug and non-alcohol causes"	"O"	2616	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2023 (provisional)"	"2023/11"	"Drug-induced causes"	"D"	39	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2023 (provisional)"	"2023/11"	"Alcohol-induced causes"	"A"	50	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2023 (provisional)"	"2023/11"	"All other non-drug and non-alcohol causes"	"O"	2697	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2023 (provisional)"	"2023/12"	"Drug-induced causes"	"D"	41	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2023 (provisional)"	"2023/12"	"Alcohol-induced causes"	"A"	52	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2023 (provisional)"	"2023/12"	"All other non-drug and non-alcohol causes"	"O"	2985	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2024 (provisional)"	"2024/01"	"Drug-induced causes"	"D"	39	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2024 (provisional)"	"2024/01"	"Alcohol-induced causes"	"A"	46	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2024 (provisional)"	"2024/01"	"All other non-drug and non-alcohol causes"	"O"	3065	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2024 (provisional)"	"2024/02"	"Drug-induced causes"	"D"	45	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2024 (provisional)"	"2024/02"	"Alcohol-induced causes"	"A"	43	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2024 (provisional)"	"2024/02"	"All other non-drug and non-alcohol causes"	"O"	2653	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2024 (provisional)"	"2024/03"	"Drug-induced causes"	"D"	41	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2024 (provisional)"	"2024/03"	"Alcohol-induced causes"	"A"	43	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2024 (provisional)"	"2024/03"	"All other non-drug and non-alcohol causes"	"O"	2687	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2024 (provisional)"	"2024/04"	"Drug-induced causes"	"D"	45	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2024 (provisional)"	"2024/04"	"Alcohol-induced causes"	"A"	48	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2024 (provisional)"	"2024/04"	"All other non-drug and non-alcohol causes"	"O"	2563	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2024 (provisional)"	"2024/05"	"Drug-induced causes"	"D"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2024 (provisional)"	"2024/05"	"Alcohol-induced causes"	"A"	49	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2024 (provisional)"	"2024/05"	"All other non-drug and non-alcohol causes"	"O"	2424	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2024 (provisional)"	"2024/05"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death."	"N"	143	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2024 (provisional)"	"2024/06"	"Alcohol-induced causes"	"A"	46	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2024 (provisional)"	"2024/06"	"All other non-drug and non-alcohol causes"	"O"	2221	Not Applicable	Not Applicable
