"Notes"	"Residence Census Region"	"Residence Census Region Code"	"MMWR Week"	"MMWR Week Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 19 ending May 11, 2024 (provisional)"	"2024/19"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1987	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 19 ending May 11, 2024 (provisional)"	"2024/19"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	275	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 19 ending May 11, 2024 (provisional)"	"2024/19"	"#Alzheimer disease (G30)"	"GR113-052"	248	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 19 ending May 11, 2024 (provisional)"	"2024/19"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2129	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 19 ending May 11, 2024 (provisional)"	"2024/19"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	458	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 19 ending May 11, 2024 (provisional)"	"2024/19"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	197	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 19 ending May 11, 2024 (provisional)"	"2024/19"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	395	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 19 ending May 11, 2024 (provisional)"	"2024/19"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	216	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 19 ending May 11, 2024 (provisional)"	"2024/19"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	164	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 19 ending May 11, 2024 (provisional)"	"2024/19"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	165	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 19 ending May 11, 2024 (provisional)"	"2024/19"	"#COVID-19 (U07.1)"	"GR113-137"	29	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 20 ending May 18, 2024 (provisional)"	"2024/20"	"#Septicemia (A40-A41)"	"GR113-010"	149	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 20 ending May 18, 2024 (provisional)"	"2024/20"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	2004	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 20 ending May 18, 2024 (provisional)"	"2024/20"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	232	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 20 ending May 18, 2024 (provisional)"	"2024/20"	"#Alzheimer disease (G30)"	"GR113-052"	247	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 20 ending May 18, 2024 (provisional)"	"2024/20"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2185	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 20 ending May 18, 2024 (provisional)"	"2024/20"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	423	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 20 ending May 18, 2024 (provisional)"	"2024/20"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	185	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 20 ending May 18, 2024 (provisional)"	"2024/20"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	362	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 20 ending May 18, 2024 (provisional)"	"2024/20"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	188	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 20 ending May 18, 2024 (provisional)"	"2024/20"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	181	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 20 ending May 18, 2024 (provisional)"	"2024/20"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	197	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 20 ending May 18, 2024 (provisional)"	"2024/20"	"#COVID-19 (U07.1)"	"GR113-137"	38	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 21 ending May 25, 2024 (provisional)"	"2024/21"	"#Septicemia (A40-A41)"	"GR113-010"	154	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 21 ending May 25, 2024 (provisional)"	"2024/21"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1932	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 21 ending May 25, 2024 (provisional)"	"2024/21"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	235	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 21 ending May 25, 2024 (provisional)"	"2024/21"	"#Alzheimer disease (G30)"	"GR113-052"	262	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 21 ending May 25, 2024 (provisional)"	"2024/21"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2219	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 21 ending May 25, 2024 (provisional)"	"2024/21"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	401	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 21 ending May 25, 2024 (provisional)"	"2024/21"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	182	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 21 ending May 25, 2024 (provisional)"	"2024/21"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	397	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 21 ending May 25, 2024 (provisional)"	"2024/21"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	197	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 21 ending May 25, 2024 (provisional)"	"2024/21"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	179	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 21 ending May 25, 2024 (provisional)"	"2024/21"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	202	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 21 ending May 25, 2024 (provisional)"	"2024/21"	"#COVID-19 (U07.1)"	"GR113-137"	38	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 22 ending June 01, 2024 (provisional)"	"2024/22"	"#Septicemia (A40-A41)"	"GR113-010"	158	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 22 ending June 01, 2024 (provisional)"	"2024/22"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1883	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 22 ending June 01, 2024 (provisional)"	"2024/22"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	244	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 22 ending June 01, 2024 (provisional)"	"2024/22"	"#Alzheimer disease (G30)"	"GR113-052"	260	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 22 ending June 01, 2024 (provisional)"	"2024/22"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2088	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 22 ending June 01, 2024 (provisional)"	"2024/22"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	412	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 22 ending June 01, 2024 (provisional)"	"2024/22"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	161	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 22 ending June 01, 2024 (provisional)"	"2024/22"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	373	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 22 ending June 01, 2024 (provisional)"	"2024/22"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	193	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 22 ending June 01, 2024 (provisional)"	"2024/22"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	190	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 22 ending June 01, 2024 (provisional)"	"2024/22"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	184	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 22 ending June 01, 2024 (provisional)"	"2024/22"	"#COVID-19 (U07.1)"	"GR113-137"	33	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 23 ending June 08, 2024 (provisional)"	"2024/23"	"#Septicemia (A40-A41)"	"GR113-010"	151	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 23 ending June 08, 2024 (provisional)"	"2024/23"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1967	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 23 ending June 08, 2024 (provisional)"	"2024/23"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	225	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 23 ending June 08, 2024 (provisional)"	"2024/23"	"#Alzheimer disease (G30)"	"GR113-052"	235	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 23 ending June 08, 2024 (provisional)"	"2024/23"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2158	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 23 ending June 08, 2024 (provisional)"	"2024/23"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	403	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 23 ending June 08, 2024 (provisional)"	"2024/23"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	152	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 23 ending June 08, 2024 (provisional)"	"2024/23"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	379	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 23 ending June 08, 2024 (provisional)"	"2024/23"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	197	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 23 ending June 08, 2024 (provisional)"	"2024/23"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	165	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 23 ending June 08, 2024 (provisional)"	"2024/23"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	208	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 23 ending June 08, 2024 (provisional)"	"2024/23"	"#COVID-19 (U07.1)"	"GR113-137"	40	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 24 ending June 15, 2024 (provisional)"	"2024/24"	"#Septicemia (A40-A41)"	"GR113-010"	159	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 24 ending June 15, 2024 (provisional)"	"2024/24"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1936	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 24 ending June 15, 2024 (provisional)"	"2024/24"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	243	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 24 ending June 15, 2024 (provisional)"	"2024/24"	"#Alzheimer disease (G30)"	"GR113-052"	240	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 24 ending June 15, 2024 (provisional)"	"2024/24"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2088	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 24 ending June 15, 2024 (provisional)"	"2024/24"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	451	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 24 ending June 15, 2024 (provisional)"	"2024/24"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	158	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 24 ending June 15, 2024 (provisional)"	"2024/24"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	340	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 24 ending June 15, 2024 (provisional)"	"2024/24"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	201	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 24 ending June 15, 2024 (provisional)"	"2024/24"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	165	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 24 ending June 15, 2024 (provisional)"	"2024/24"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	198	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 24 ending June 15, 2024 (provisional)"	"2024/24"	"#COVID-19 (U07.1)"	"GR113-137"	45	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	"#Septicemia (A40-A41)"	"GR113-010"	145	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1967	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	244	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	"#Alzheimer disease (G30)"	"GR113-052"	240	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2079	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	397	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	135	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	358	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	198	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	203	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	229	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	"#COVID-19 (U07.1)"	"GR113-137"	37	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	"#Septicemia (A40-A41)"	"GR113-010"	141	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1943	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	266	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	"#Alzheimer disease (G30)"	"GR113-052"	248	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2112	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	446	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	150	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	352	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	218	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	195	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	223	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	"#COVID-19 (U07.1)"	"GR113-137"	42	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	"#Septicemia (A40-A41)"	"GR113-010"	148	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	2011	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	237	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	"#Alzheimer disease (G30)"	"GR113-052"	245	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2058	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	408	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	146	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	390	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	167	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	166	Not Applicable	Not Applicable
